Document_Number,Line_Item,Company_Code,Fiscal_Year,Posting_Month,Posting_Date,Document_Date,SAP_GL_Account,SAP_Account_Name,SAP_Cost_Center,Property_ID,Vendor,Customer_or_Tenant,Document_Type,Journal_Source,Debit_Credit,Amount_Local,Signed_Amount,Currency,Text,Close_Risk_Flag,Created_By
5100009945,5,1000,2026,2026-01,2026-01-05,2025-12-31,590000,Other operating expense,CC-06-WES,P-044,WaterWorks City,,FX,Accrual Engine,S,29038.76,-29038.76,EUR,Accrual reversal,,JSMITH
5100009946,1,2100,2026,2026-01,2026-01-11,2026-01-01,800000,Income tax expense,CC-11-DAC,P-027,TaxAdvisors Global,,AB,SAP FI,S,1145.68,-1145.68,EUR,Utility true-up,,JSMITH
5100009947,2,2100,2026,2026-01,2026-01-25,2026-01-16,800000,Income tax expense,CC-11-DAC,P-027,EnergiaPlus,,RE,SAP CO Allocation,S,1025.76,-1025.76,EUR,Utility true-up,,AP_BOT
5100009948,3,2100,2026,2026-01,2026-01-27,2026-01-22,800000,Income tax expense,CC-11-DAC,P-027,LiftPro Services,,SA,SAP CO Allocation,S,1095.99,-1095.99,EUR,Vendor invoice,,AP_BOT
5100009949,4,2100,2026,2026-01,2026-01-16,2026-01-08,800000,Income tax expense,CC-11-DAC,P-027,TaxAdvisors Global,,FX,AP Invoice,S,1141.29,-1141.29,EUR,Utility true-up,,LCHEN
5100009950,5,2100,2026,2026-01,2026-01-07,2026-01-03,800000,Income tax expense,CC-11-DAC,P-027,LeaseOps Services,,SA,SAP FI,S,1033.73,-1033.73,EUR,Monthly posting,,JSMITH
5100009951,1,1200,2026,2026-03,2026-03-18,2026-03-11,580000,Bad debt expense,CC-05-DAC,P-013,RentAdjust Consulting,,KR,AP Invoice,S,58602.22,-58602.22,EUR,Utility true-up,,CONTROLLING
5100009952,2,1200,2026,2026-03,2026-04-03,2026-03-31,580000,Bad debt expense,CC-05-DAC,P-013,UrbanClean GmbH,,KR,Depreciation Run,S,48336.52,-48336.52,EUR,Lease adjustment,Late posting,AP_BOT
5100009953,1,3000,2026,2026-04,2026-04-09,2026-04-02,400100,Rental income,CC-02-DAC,P-021,,Retail Tenant,FX,SAP RE-FX,H,77558.0,77558.0,GBP,Utility true-up,,LCHEN
5100009954,2,3000,2026,2026-04,2026-04-24,2026-04-20,400100,Rental income,CC-02-DAC,P-021,,Retail Tenant,SA,Accrual Engine,H,83455.78,83455.78,GBP,Manual reclass,,LCHEN
5100009955,3,3000,2026,2026-04,2026-05-05,2026-05-05,400100,Rental income,CC-02-DAC,P-021,,Tenant A,AB,AP Invoice,H,80186.46,80186.46,GBP,Quarterly allocation,Late posting,MBECKER
5100009956,4,3000,2026,2026-04,2026-04-29,2026-04-28,400100,Rental income,CC-02-DAC,P-021,,Anchor Tenant,RE,AP Invoice,H,70077.76,70077.76,GBP,Late invoice capture,,AP_BOT
5100009957,1,1100,2026,2026-05,2026-05-28,2026-05-19,401000,Parking income,CC-06-APA,P-060,,Anchor Tenant,FX,Accrual Engine,H,237438.72,237438.72,EUR,Vendor invoice,,LCHEN
5100009958,2,1100,2026,2026-05,2026-05-04,2026-04-26,401000,Parking income,CC-06-APA,P-060,,Tenant C,AB,SAP FI,H,374038.77,374038.77,EUR,Accrual reversal,,SAP_BATCH
5100009959,3,1100,2026,2026-05,2026-05-28,2026-05-18,401000,Parking income,CC-06-APA,P-060,,Retail Tenant,AB,Depreciation Run,H,334607.97,334607.97,EUR,Lease adjustment,,CONTROLLING
5100009960,1,1200,2026,2026-01,2026-01-01,2025-12-30,600000,Depreciation buildings,CC-07-DAC,P-046,RentAdjust Consulting,,KR,SAP FI,S,6130.13,-6130.13,EUR,Utility true-up,,AP_BOT
5100009961,2,1200,2026,2026-01,2026-01-24,2026-01-24,600000,Depreciation buildings,CC-07-DAC,P-046,EnergiaPlus,,AA,AP Invoice,S,6757.49,-6757.49,EUR,Late invoice capture,,AP_BOT
5100009962,3,1200,2026,2026-01,2026-01-03,2026-01-01,600000,Depreciation buildings,CC-07-DAC,P-046,NorthBuild Contractors,,FX,AP Invoice,S,6657.03,-6657.03,EUR,Quarterly allocation,,SAP_BATCH
5100009963,4,1200,2026,2026-01,2026-01-10,2025-12-31,600000,Depreciation buildings,CC-07-DAC,P-046,TaxAdvisors Global,,SA,Accrual Engine,S,5782.32,-5782.32,EUR,Lease adjustment,,MBECKER
5100009964,1,1200,2026,2026-02,2026-02-22,2026-02-13,700000,Interest expense,CC-07-AME,P-039,EnergiaPlus,,RE,Depreciation Run,S,2378.26,-2378.26,EUR,Accrual reversal,,CONTROLLING
5100009965,2,1200,2026,2026-02,2026-02-13,2026-02-07,700000,Interest expense,CC-07-AME,P-039,TaxAdvisors Global,,FX,SAP FI,S,2621.72,-2621.72,EUR,Quarterly allocation,,CONTROLLING
5100009966,3,1200,2026,2026-02,2026-02-12,2026-02-06,700000,Interest expense,CC-07-AME,P-039,EnergiaPlus,,SA,AP Invoice,S,3127.93,-3127.93,EUR,Vendor invoice,,SAP_BATCH
5100009967,1,3000,2026,2026-01,2026-01-14,2026-01-10,512000,Security services,CC-01-UK,P-037,WaterWorks City,,FX,AP Invoice,S,102071.86,-102071.86,GBP,Monthly posting,,LCHEN
5100009968,2,3000,2026,2026-01,2026-02-03,2026-01-26,512000,Security services,CC-01-UK,P-037,LegalTrust LLP,,FX,SAP FI,S,111744.4,-111744.4,GBP,Late invoice capture,Late posting,MBECKER
5100009969,1,1200,2026,2026-03,2026-03-23,2026-03-14,530000,Property tax,CC-01-APA,P-051,TaxAdvisors Global,,RE,SAP RE-FX,S,16853.38,-16853.38,EUR,Vendor invoice,,AP_BOT
5100009970,2,1200,2026,2026-03,2026-03-19,2026-03-18,530000,Property tax,CC-01-APA,P-051,SecureWorks Facilities,,RE,SAP FI,S,18299.65,-18299.65,EUR,Accrual reversal,,CONTROLLING
5100009971,3,1200,2026,2026-03,2026-03-06,2026-02-27,530000,Property tax,CC-01-APA,P-051,UrbanClean GmbH,,FX,AP Invoice,S,23091.08,-23091.08,EUR,Accrual reversal,,AP_BOT
5100009972,4,1200,2026,2026-03,2026-03-07,2026-03-04,530000,Property tax,CC-01-APA,P-051,WaterWorks City,,AA,SAP CO Allocation,S,21296.93,-21296.93,EUR,Lease adjustment,,SAP_BATCH
5100009973,5,1200,2026,2026-03,2026-04-02,2026-04-01,530000,Property tax,CC-01-APA,P-051,SecureWorks Facilities,,KR,SAP FI,S,21103.67,-21103.67,EUR,Vendor invoice,Late posting,JSMITH
5100009974,1,1200,2026,2026-01,2026-01-23,2026-01-21,410000,Other operating income,CC-03-UK,P-039,,Tenant B,KR,AP Invoice,H,73968.45,73968.45,EUR,Lease adjustment,,AP_BOT
5100009975,1,1000,2026,2026-01,2026-01-02,2025-12-23,400100,Rental income,CC-10-WES,P-009,,Tenant A,WE,AP Invoice,H,529998.13,529998.13,EUR,Late invoice capture,,CONTROLLING
5100009976,2,1000,2026,2026-01,2026-01-12,2026-01-10,400100,Rental income,CC-10-WES,P-009,,Logistics Tenant,KR,SAP FI,H,432421.92,432421.92,EUR,Quarterly allocation,,MBECKER
5100009977,1,5000,2026,2026-01,2026-01-07,2026-01-07,550000,IT software and licenses,CC-09-UK,P-005,GreenHeat Utilities,,KR,SAP FI,S,9252.65,-9252.65,SGD,Vendor invoice,,LCHEN
5100009978,2,5000,2026,2026-01,2026-01-14,2026-01-12,550000,IT software and licenses,CC-09-UK,P-005,LiftPro Services,,AB,SAP RE-FX,S,11008.31,-11008.31,SGD,Monthly posting,,LCHEN
5100009979,3,5000,2026,2026-01,2026-01-07,2025-12-29,550000,IT software and licenses,CC-09-UK,P-005,WaterWorks City,,SA,SAP FI,S,10466.67,-10466.67,SGD,Utility true-up,,SAP_BATCH
5100009980,1,5000,2026,2026-05,2026-05-12,2026-05-02,513000,Cleaning services,CC-10-APA,P-065,LegalTrust LLP,,SA,AP Invoice,S,111747.6,-111747.6,SGD,Manual reclass,,AP_BOT
5100009981,1,1000,2026,2026-03,2026-03-14,2026-03-05,510000,Repairs and maintenance,CC-02-APA,P-064,RentAdjust Consulting,,FX,AP Invoice,S,12036.99,-12036.99,EUR,Utility true-up,,CONTROLLING
5100009982,2,1000,2026,2026-03,2026-03-01,2026-02-22,510000,Repairs and maintenance,CC-02-APA,P-064,SecureWorks Facilities,,WE,Manual Journal,S,11650.45,-11650.45,EUR,Manual reclass,,LCHEN
5100009983,3,1000,2026,2026-03,2026-04-04,2026-03-27,510000,Repairs and maintenance,CC-02-APA,P-064,RentAdjust Consulting,,SA,Accrual Engine,S,12170.85,-12170.85,EUR,Utility true-up,Late posting,AP_BOT
5100009984,1,2100,2026,2026-03,2026-03-03,2026-03-03,500100,Property management fees,CC-02-UK,P-020,RentAdjust Consulting,,SA,SAP FI,S,27719.38,-27719.38,EUR,Accrual reversal,,SAP_BATCH
5100009985,2,2100,2026,2026-03,2026-03-15,2026-03-12,500100,Property management fees,CC-02-UK,P-020,EnergiaPlus,,KR,SAP RE-FX,S,26141.17,-26141.17,EUR,Vendor invoice,,MBECKER
5100009986,3,2100,2026,2026-03,2026-03-15,2026-03-12,500100,Property management fees,CC-02-UK,P-020,SecureWorks Facilities,,AB,Accrual Engine,S,25626.81,-25626.81,EUR,Late invoice capture,,SAP_BATCH
5100009987,4,2100,2026,2026-03,2026-03-23,2026-03-22,500100,Property management fees,CC-02-UK,P-020,LiftPro Services,,SA,Manual Journal,S,24409.97,-24409.97,EUR,Accrual reversal,,CONTROLLING
5100009988,5,2100,2026,2026-03,2026-03-11,2026-03-08,500100,Property management fees,CC-02-UK,P-020,TaxAdvisors Global,,AB,Manual Journal,S,26166.27,-26166.27,EUR,Accrual reversal,,JSMITH
5100009989,1,4000,2026,2026-05,2026-05-16,2026-05-14,510000,Repairs and maintenance,CC-11-DAC,P-003,TaxAdvisors Global,,KR,Manual Journal,S,27460.79,-27460.79,USD,Utility true-up,,AP_BOT
5100009990,2,4000,2026,2026-05,2026-05-09,2026-05-06,510000,Repairs and maintenance,CC-11-DAC,P-003,RentAdjust Consulting,,FX,SAP CO Allocation,S,27523.65,-27523.65,USD,Vendor invoice,,MBECKER
5100009991,3,4000,2026,2026-05,2026-05-01,2026-04-26,510000,Repairs and maintenance,CC-11-DAC,P-003,CloudSuite SE,,FX,SAP RE-FX,S,25649.64,-25649.64,USD,Late invoice capture,,JSMITH
5100009992,4,4000,2026,2026-05,2026-05-05,2026-05-02,510000,Repairs and maintenance,CC-11-DAC,P-003,SecureWorks Facilities,,RE,SAP FI,S,22576.38,-22576.38,USD,Vendor invoice,,LCHEN
5100009993,5,4000,2026,2026-05,2026-05-17,2026-05-08,510000,Repairs and maintenance,CC-11-DAC,P-003,SecureWorks Facilities,,WE,SAP FI,S,33010.1,-33010.1,USD,Monthly posting,,JSMITH
5100009994,1,3000,2026,2026-05,2026-06-01,2026-05-22,600000,Depreciation buildings,CC-07-UK,P-023,WaterWorks City,,AA,Manual Journal,S,61097.98,-61097.98,GBP,Vendor invoice,Manual high value,MBECKER
5100009995,1,4000,2026,2026-02,2026-02-26,2026-02-24,590000,Other operating expense,CC-06-UK,P-072,UrbanClean GmbH,,AB,SAP FI,S,5441.99,-5441.99,USD,Quarterly allocation,,JSMITH
5100009996,2,4000,2026,2026-02,2026-02-25,2026-02-25,590000,Other operating expense,CC-06-UK,P-072,CloudSuite SE,,RE,SAP FI,S,6423.86,-6423.86,USD,Late invoice capture,,MBECKER
5100009997,3,4000,2026,2026-02,2026-02-03,2026-02-02,590000,Other operating expense,CC-06-UK,P-072,TaxAdvisors Global,,FX,SAP FI,S,5947.62,-5947.62,USD,Manual reclass,,MBECKER
5100009998,1,3000,2026,2026-04,2026-04-09,2026-04-08,511100,Utilities heating,CC-01-WES,P-057,LiftPro Services,,WE,Accrual Engine,S,84497.67,-84497.67,GBP,Manual reclass,,CONTROLLING
5100009999,2,3000,2026,2026-04,2026-04-05,2026-04-03,511100,Utilities heating,CC-01-WES,P-057,LeaseOps Services,,RE,SAP FI,S,94307.28,-94307.28,GBP,Lease adjustment,,JSMITH
5100010000,3,3000,2026,2026-04,2026-04-28,2026-04-26,511100,Utilities heating,CC-01-WES,P-057,UrbanClean GmbH,,KR,SAP CO Allocation,S,102747.86,-102747.86,GBP,Manual reclass,,CONTROLLING
5100010001,1,2100,2026,2026-02,2026-03-03,2026-03-02,560000,Travel and meetings,CC-02-AME,P-006,LegalTrust LLP,,FX,Depreciation Run,S,15729.16,-15729.16,EUR,Vendor invoice,Late posting,MBECKER
5100010002,2,2100,2026,2026-02,2026-02-16,2026-02-13,560000,Travel and meetings,CC-02-AME,P-006,NorthBuild Contractors,,RE,SAP FI,S,15365.29,-15365.29,EUR,Vendor invoice,,MBECKER
5100010003,3,2100,2026,2026-02,2026-02-13,2026-02-08,560000,Travel and meetings,CC-02-AME,P-006,GreenHeat Utilities,,SA,SAP FI,S,17774.54,-17774.54,EUR,Vendor invoice,,LCHEN
5100010004,4,2100,2026,2026-02,2026-03-07,2026-02-26,560000,Travel and meetings,CC-02-AME,P-006,TaxAdvisors Global,,SA,AP Invoice,S,13058.65,-13058.65,EUR,Utility true-up,Late posting,AP_BOT
5100010005,1,1100,2026,2026-05,2026-05-28,2026-05-20,540000,Professional services,CC-01-AME,P-016,RentAdjust Consulting,,SA,SAP FI,S,26421.82,-26421.82,EUR,Utility true-up,,LCHEN
5100010006,2,1100,2026,2026-05,2026-05-08,2026-05-05,540000,Professional services,CC-01-AME,P-016,LegalTrust LLP,,FX,AP Invoice,S,20653.58,-20653.58,EUR,Accrual reversal,,MBECKER
5100010007,3,1100,2026,2026-05,2026-05-15,2026-05-13,540000,Professional services,CC-01-AME,P-016,WaterWorks City,,WE,SAP RE-FX,S,22303.44,-22303.44,EUR,Lease adjustment,,CONTROLLING
5100010008,4,1100,2026,2026-05,2026-05-02,2026-04-27,540000,Professional services,CC-01-AME,P-016,WaterWorks City,,WE,SAP RE-FX,S,24466.27,-24466.27,EUR,Accrual reversal,,AP_BOT
5100010009,5,1100,2026,2026-05,2026-05-22,2026-05-17,540000,Professional services,CC-01-AME,P-016,GreenHeat Utilities,,WE,SAP FI,S,22584.0,-22584.0,EUR,Utility true-up,,SAP_BATCH
5100010010,1,5000,2026,2026-03,2026-03-17,2026-03-13,800000,Income tax expense,CC-07-AME,P-065,NorthBuild Contractors,,AB,AP Invoice,S,8916.02,-8916.02,SGD,Quarterly allocation,,LCHEN
5100010011,1,3000,2026,2026-03,2026-03-23,2026-03-17,400200,Service charge income,CC-06-WES,P-011,,Tenant A,SA,SAP FI,H,475366.88,475366.88,GBP,Quarterly allocation,,MBECKER
5100010012,2,3000,2026,2026-03,2026-03-02,2026-03-01,400200,Service charge income,CC-06-WES,P-011,,Tenant A,AA,SAP CO Allocation,H,368687.55,368687.55,GBP,Manual reclass,,JSMITH
5100010013,1,3000,2026,2026-01,2026-01-28,2026-01-28,400100,Rental income,CC-06-DAC,P-034,,Anchor Tenant,SA,Depreciation Run,H,373342.04,373342.04,GBP,Utility true-up,,MBECKER
5100010014,1,4000,2026,2026-01,2026-01-26,2026-01-23,710000,FX gain loss,CC-07-DAC,P-024,EnergiaPlus,,WE,SAP FI,S,2450.15,-2450.15,USD,Manual reclass,,SAP_BATCH
5100010015,2,4000,2026,2026-01,2026-01-03,2025-12-31,710000,FX gain loss,CC-07-DAC,P-024,SecureWorks Facilities,,WE,SAP FI,S,2354.73,-2354.73,USD,Quarterly allocation,,JSMITH
5100010016,1,2000,2026,2026-05,2026-05-16,2026-05-12,150000,Capex projects WIP,CC-02-DAC,P-054,NorthBuild Contractors,,AB,AP Invoice,S,11767.73,11767.73,EUR,Lease adjustment,,LCHEN
5100010017,1,1200,2026,2026-04,2026-04-01,2026-03-26,700000,Interest expense,CC-06-UK,P-051,LiftPro Services,,FX,Manual Journal,S,5740.1,-5740.1,EUR,Quarterly allocation,,SAP_BATCH
5100010018,2,1200,2026,2026-04,2026-04-27,2026-04-24,700000,Interest expense,CC-06-UK,P-051,RentAdjust Consulting,,WE,Accrual Engine,S,4796.66,-4796.66,EUR,Manual reclass,,SAP_BATCH
5100010019,3,1200,2026,2026-04,2026-04-15,2026-04-15,700000,Interest expense,CC-06-UK,P-051,GreenHeat Utilities,,WE,Accrual Engine,S,5666.89,-5666.89,EUR,Late invoice capture,,AP_BOT
5100010020,4,1200,2026,2026-04,2026-04-16,2026-04-11,700000,Interest expense,CC-06-UK,P-051,CloudSuite SE,,AA,SAP FI,S,5084.25,-5084.25,EUR,Utility true-up,,MBECKER
5100010021,1,1200,2026,2026-02,2026-03-06,2026-03-03,600000,Depreciation buildings,CC-07-APA,P-046,EnergiaPlus,,WE,Manual Journal,S,12608.37,-12608.37,EUR,Accrual reversal,Late posting,JSMITH
5100010022,2,1200,2026,2026-02,2026-03-03,2026-03-01,600000,Depreciation buildings,CC-07-APA,P-046,CloudSuite SE,,AA,SAP RE-FX,S,11629.97,-11629.97,EUR,Accrual reversal,Late posting,LCHEN
5100010023,3,1200,2026,2026-02,2026-02-20,2026-02-13,600000,Depreciation buildings,CC-07-APA,P-046,RentAdjust Consulting,,SA,Accrual Engine,S,10614.42,-10614.42,EUR,Late invoice capture,,SAP_BATCH
5100010024,4,1200,2026,2026-02,2026-02-16,2026-02-15,600000,Depreciation buildings,CC-07-APA,P-046,TaxAdvisors Global,,FX,SAP CO Allocation,S,12460.12,-12460.12,EUR,Quarterly allocation,,JSMITH
5100010025,5,1200,2026,2026-02,2026-02-08,2026-02-01,600000,Depreciation buildings,CC-07-APA,P-046,CloudSuite SE,,WE,Accrual Engine,S,15081.47,-15081.47,EUR,Monthly posting,,JSMITH
5100010026,1,1000,2026,2026-03,2026-04-04,2026-03-27,513000,Cleaning services,CC-10-DAC,P-033,LegalTrust LLP,,SA,SAP FI,S,27495.73,-27495.73,EUR,Utility true-up,Late posting,SAP_BATCH
5100010027,2,1000,2026,2026-03,2026-04-01,2026-03-23,513000,Cleaning services,CC-10-DAC,P-033,NorthBuild Contractors,,FX,AP Invoice,S,28459.75,-28459.75,EUR,Utility true-up,Late posting,MBECKER
5100010028,3,1000,2026,2026-03,2026-03-07,2026-02-26,513000,Cleaning services,CC-10-DAC,P-033,LiftPro Services,,FX,AP Invoice,S,20409.52,-20409.52,EUR,Vendor invoice,,CONTROLLING
5100010029,4,1000,2026,2026-03,2026-03-25,2026-03-15,513000,Cleaning services,CC-10-DAC,P-033,RentAdjust Consulting,,WE,Manual Journal,S,32401.18,-32401.18,EUR,Utility true-up,,MBECKER
5100010030,5,1000,2026,2026-03,2026-03-12,2026-03-04,513000,Cleaning services,CC-10-DAC,P-033,LiftPro Services,,FX,SAP FI,S,31298.8,-31298.8,EUR,Vendor invoice,,AP_BOT
5100010031,1,2100,2026,2026-02,2026-03-07,2026-03-07,400200,Service charge income,CC-11-UK,P-070,,Anchor Tenant,FX,AP Invoice,H,27611.58,27611.58,EUR,Utility true-up,Late posting,MBECKER
5100010032,2,2100,2026,2026-02,2026-02-15,2026-02-07,400200,Service charge income,CC-11-UK,P-070,,Retail Tenant,SA,AP Invoice,H,33266.04,33266.04,EUR,Manual reclass,,JSMITH
5100010033,3,2100,2026,2026-02,2026-03-06,2026-02-24,400200,Service charge income,CC-11-UK,P-070,,Logistics Tenant,WE,SAP CO Allocation,H,29836.45,29836.45,EUR,Accrual reversal,Late posting,CONTROLLING
5100010034,4,2100,2026,2026-02,2026-02-19,2026-02-13,400200,Service charge income,CC-11-UK,P-070,,Retail Tenant,KR,Payroll Upload,H,24329.15,24329.15,EUR,Lease adjustment,,CONTROLLING
5100010035,5,2100,2026,2026-02,2026-03-02,2026-02-22,400200,Service charge income,CC-11-UK,P-070,,Tenant B,WE,SAP FI,H,27418.42,27418.42,EUR,Manual reclass,Late posting,JSMITH
5100010036,1,3000,2026,2026-05,2026-05-25,2026-05-21,550000,IT software and licenses,CC-08-WES,P-015,NorthBuild Contractors,,WE,SAP RE-FX,S,2102.4,-2102.4,GBP,Quarterly allocation,,SAP_BATCH
5100010037,2,3000,2026,2026-05,2026-05-15,2026-05-15,550000,IT software and licenses,CC-08-WES,P-015,LegalTrust LLP,,KR,Accrual Engine,S,1863.02,-1863.02,GBP,Monthly posting,,JSMITH
5100010038,3,3000,2026,2026-05,2026-06-01,2026-05-30,550000,IT software and licenses,CC-08-WES,P-015,CloudSuite SE,,RE,SAP RE-FX,S,2154.32,-2154.32,GBP,Vendor invoice,Late posting,LCHEN
5100010039,4,3000,2026,2026-05,2026-05-22,2026-05-19,550000,IT software and licenses,CC-08-WES,P-015,TaxAdvisors Global,,WE,SAP CO Allocation,S,2090.71,-2090.71,GBP,Monthly posting,,MBECKER
5100010040,5,3000,2026,2026-05,2026-06-04,2026-05-25,550000,IT software and licenses,CC-08-WES,P-015,WaterWorks City,,WE,Accrual Engine,S,2089.38,-2089.38,GBP,Monthly posting,Late posting,JSMITH
5100010041,1,2100,2026,2026-02,2026-02-22,2026-02-14,512000,Security services,CC-01-DAC,P-006,CloudSuite SE,,KR,Accrual Engine,S,70244.57,-70244.57,EUR,Utility true-up,,SAP_BATCH
5100010042,2,2100,2026,2026-02,2026-02-22,2026-02-19,512000,Security services,CC-01-DAC,P-006,EnergiaPlus,,WE,SAP CO Allocation,S,70862.51,-70862.51,EUR,Monthly posting,,CONTROLLING
5100010043,1,1200,2026,2026-02,2026-02-12,2026-02-12,800000,Income tax expense,CC-10-UK,P-039,CloudSuite SE,,KR,SAP RE-FX,S,831.69,-831.69,EUR,Manual reclass,,LCHEN
5100010044,2,1200,2026,2026-02,2026-02-03,2026-01-27,800000,Income tax expense,CC-10-UK,P-039,EnergiaPlus,,KR,AP Invoice,S,638.01,-638.01,EUR,Manual reclass,,AP_BOT
5100010045,3,1200,2026,2026-02,2026-02-20,2026-02-14,800000,Income tax expense,CC-10-UK,P-039,NorthBuild Contractors,,FX,SAP FI,S,617.39,-617.39,EUR,Monthly posting,,LCHEN
5100010046,1,3000,2026,2026-05,2026-05-29,2026-05-25,580000,Bad debt expense,CC-10-UK,P-048,NorthBuild Contractors,,RE,Manual Journal,S,4290.54,-4290.54,GBP,Accrual reversal,,LCHEN
5100010047,2,3000,2026,2026-05,2026-05-07,2026-05-06,580000,Bad debt expense,CC-10-UK,P-048,LegalTrust LLP,,AA,AP Invoice,S,5513.87,-5513.87,GBP,Monthly posting,,LCHEN
5100010048,3,3000,2026,2026-05,2026-05-15,2026-05-13,580000,Bad debt expense,CC-10-UK,P-048,LeaseOps Services,,SA,SAP RE-FX,S,4217.81,-4217.81,GBP,Vendor invoice,,LCHEN
5100010049,4,3000,2026,2026-05,2026-05-31,2026-05-22,580000,Bad debt expense,CC-10-UK,P-048,SecureWorks Facilities,,WE,Payroll Upload,S,5823.6,-5823.6,GBP,Manual reclass,,SAP_BATCH
5100010050,1,2100,2026,2026-01,2026-01-01,2025-12-26,510000,Repairs and maintenance,CC-09-DAC,P-047,LiftPro Services,,FX,AP Invoice,S,84599.79,-84599.79,EUR,Quarterly allocation,,SAP_BATCH
5100010051,1,2000,2026,2026-04,2026-05-03,2026-05-02,511100,Utilities heating,CC-01-DAC,P-045,UrbanClean GmbH,,AA,AP Invoice,S,93478.43,-93478.43,EUR,Manual reclass,Late posting,AP_BOT
5100010052,1,1200,2026,2026-02,2026-02-16,2026-02-15,590000,Other operating expense,CC-03-DAC,P-063,UrbanClean GmbH,,KR,SAP RE-FX,S,49360.45,-49360.45,EUR,Utility true-up,,LCHEN
5100010053,2,1200,2026,2026-02,2026-03-05,2026-03-03,590000,Other operating expense,CC-03-DAC,P-063,UrbanClean GmbH,,AB,SAP RE-FX,S,56026.8,-56026.8,EUR,Utility true-up,Late posting,AP_BOT
5100010054,1,4000,2026,2026-05,2026-06-01,2026-06-01,520000,Insurance,CC-05-WES,P-025,WaterWorks City,,WE,SAP FI,S,35488.29,-35488.29,USD,Utility true-up,Late posting,MBECKER
5100010055,2,4000,2026,2026-05,2026-05-24,2026-05-21,520000,Insurance,CC-05-WES,P-025,GreenHeat Utilities,,FX,Accrual Engine,S,30315.83,-30315.83,USD,Late invoice capture,,JSMITH
5100010056,3,4000,2026,2026-05,2026-05-23,2026-05-22,520000,Insurance,CC-05-WES,P-025,UrbanClean GmbH,,KR,Manual Journal,S,28130.53,-28130.53,USD,Late invoice capture,,LCHEN
5100010057,1,1100,2026,2026-03,2026-04-02,2026-04-01,530000,Property tax,CC-08-UK,P-026,RentAdjust Consulting,,FX,SAP CO Allocation,S,27799.86,-27799.86,EUR,Vendor invoice,Late posting,SAP_BATCH
5100010058,1,1200,2026,2026-04,2026-04-24,2026-04-16,600000,Depreciation buildings,CC-07-AME,P-010,LiftPro Services,,SA,Manual Journal,S,1568.82,-1568.82,EUR,Quarterly allocation,,SAP_BATCH
5100010059,2,1200,2026,2026-04,2026-04-26,2026-04-25,600000,Depreciation buildings,CC-07-AME,P-010,CloudSuite SE,,AA,SAP CO Allocation,S,1588.96,-1588.96,EUR,Utility true-up,,LCHEN
5100010060,3,1200,2026,2026-04,2026-05-05,2026-04-28,600000,Depreciation buildings,CC-07-AME,P-010,WaterWorks City,,WE,SAP RE-FX,S,1724.74,-1724.74,EUR,Monthly posting,Late posting,AP_BOT
5100010061,4,1200,2026,2026-04,2026-04-04,2026-03-25,600000,Depreciation buildings,CC-07-AME,P-010,RentAdjust Consulting,,WE,SAP CO Allocation,S,1483.8,-1483.8,EUR,Utility true-up,,MBECKER
5100010062,5,1200,2026,2026-04,2026-04-23,2026-04-18,600000,Depreciation buildings,CC-07-AME,P-010,SecureWorks Facilities,,AB,AP Invoice,S,1583.61,-1583.61,EUR,Utility true-up,,LCHEN
5100010063,1,1200,2026,2026-05,2026-05-06,2026-05-06,560000,Travel and meetings,CC-05-UK,P-051,GreenHeat Utilities,,SA,SAP FI,S,45503.17,-45503.17,EUR,Quarterly allocation,,AP_BOT
5100010064,2,1200,2026,2026-05,2026-05-03,2026-04-30,560000,Travel and meetings,CC-05-UK,P-051,GreenHeat Utilities,,RE,SAP FI,S,51267.44,-51267.44,EUR,Quarterly allocation,,MBECKER
5100010065,1,4000,2026,2026-04,2026-04-15,2026-04-14,600000,Depreciation buildings,CC-05-AME,P-003,LeaseOps Services,,KR,SAP CO Allocation,S,15055.96,-15055.96,USD,Late invoice capture,,LCHEN
5100010066,2,4000,2026,2026-04,2026-04-05,2026-03-30,600000,Depreciation buildings,CC-05-AME,P-003,NorthBuild Contractors,,WE,Manual Journal,S,14118.32,-14118.32,USD,Accrual reversal,,MBECKER
5100010067,3,4000,2026,2026-04,2026-04-12,2026-04-05,600000,Depreciation buildings,CC-05-AME,P-003,LeaseOps Services,,RE,Accrual Engine,S,17297.46,-17297.46,USD,Monthly posting,,LCHEN
5100010068,1,4000,2026,2026-03,2026-03-29,2026-03-19,610000,Amortization lease incentives,CC-06-DAC,P-056,LiftPro Services,,FX,Manual Journal,S,12934.86,-12934.86,USD,Monthly posting,,MBECKER
5100010069,2,4000,2026,2026-03,2026-03-18,2026-03-10,610000,Amortization lease incentives,CC-06-DAC,P-056,LiftPro Services,,RE,SAP CO Allocation,S,11550.36,-11550.36,USD,Vendor invoice,,JSMITH
5100010070,3,4000,2026,2026-03,2026-04-01,2026-03-27,610000,Amortization lease incentives,CC-06-DAC,P-056,CloudSuite SE,,FX,Depreciation Run,S,14071.1,-14071.1,USD,Lease adjustment,Late posting,AP_BOT
5100010071,1,4000,2026,2026-04,2026-05-01,2026-04-25,510000,Repairs and maintenance,CC-06-DAC,P-041,GreenHeat Utilities,,RE,AP Invoice,S,6240.93,-6240.93,USD,Lease adjustment,Late posting,LCHEN
